Card,Block,Category/Count,Games,Win Rate,Play Rate,Weighted Play Rate,Weighted Inclusion Rate,Pool Size,Mock's Initial Ratings
"Stragglers",All Blocks (PC),Any,11,0.4545,0.0031,Unknown,0.28,3741,Low Play Rate
"Stampeding Savage",Expanded (PC),4,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Stampeding Savage",Expanded (PC),Any,4,0.0000,0.0109,Unknown,0.46,1848,Trash
"Stampeding Savage",All Blocks (PC),Any,4,0.0000,0.0011,Unknown,0.10,3741,Trash
"•Theodred, Second Marshal of the Mark",Expanded (PC),1,10,0.3000,0.0273,Unknown,Unknown,1848,Redeemable?
"•Theodred, Second Marshal of the Mark",Expanded (PC),Any,10,0.3000,0.0273,Unknown,1.14,1848,Redeemable?
"•Theodred, Second Marshal of the Mark",All Blocks (PC),Any,10,0.3000,0.0028,Unknown,0.26,3741,Redeemable?
"•Haleth, Son of Hama",Expanded (PC),1,6,0.1667,0.0164,Unknown,Unknown,1848,Trash
"•Haleth, Son of Hama",Expanded (PC),Any,6,0.1667,0.0164,Unknown,0.69,1848,Trash
"•Haleth, Son of Hama",All Blocks (PC),Any,6,0.1667,0.0017,Unknown,0.15,3741,Trash
"Wildman's Oath",Expanded (PC),3,3,0.0000,0.0082,Unknown,Unknown,1848,Trash
"Wildman's Oath",Expanded (PC),4,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Wildman's Oath",Expanded (PC),Any,4,0.0000,0.0109,Unknown,0.46,1848,Trash
"Wildman's Oath",All Blocks (PC),Any,4,0.0000,0.0011,Unknown,0.10,3741,Trash
"Ceremonial Armor",Expanded (PC),3,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Ceremonial Armor",Expanded (PC),4,3,0.0000,0.0082,Unknown,Unknown,1848,Trash
"Ceremonial Armor",Expanded (PC),Any,4,0.2500,0.0109,Unknown,0.46,1848,Redeemable?
"Ceremonial Armor",All Blocks (PC),Any,4,0.2500,0.0011,Unknown,0.10,3741,Redeemable?
"Ill News Is An Ill Guest",Expanded (PC),1,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"Ill News Is An Ill Guest",Expanded (PC),2,3,0.0000,0.0082,Unknown,Unknown,1848,Trash
"Ill News Is An Ill Guest",Expanded (PC),Any,5,0.0000,0.0137,Unknown,0.57,1848,Trash
"Ill News Is An Ill Guest",All Blocks (PC),Any,5,0.0000,0.0014,Unknown,0.13,3741,Trash
"•Gimli, Opinionated Guide",Expanded (PC),1,8,0.5000,0.0219,Unknown,Unknown,1848,outlier
"•Gimli, Opinionated Guide",Expanded (PC),Any,8,0.5000,0.0219,Unknown,0.91,1848,Average
"•Gimli, Opinionated Guide",All Blocks (PC),Any,8,0.5000,0.0023,Unknown,0.21,3741,Low Play Rate
"Unknown Perils",Fellowship Block (PC),1,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"Unknown Perils",Fellowship Block (PC),Any,2,0.0000,0.0015,Unknown,0.02,556,Unplayed
"Unknown Perils",Expanded (PC),1,4,0.2500,0.0109,Unknown,Unknown,1848,Redeemable?
"Unknown Perils",Expanded (PC),Any,4,0.2500,0.0109,Unknown,0.46,1848,Redeemable?
"Unknown Perils",All Blocks (PC),Any,6,0.1667,0.0017,Unknown,0.15,3741,Trash
"•Firefoot, Mearas of the Mark",Expanded (PC),1,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Firefoot, Mearas of the Mark",Expanded (PC),Any,1,1.0000,0.0027,Unknown,0.11,1848,All it does is Win
"•Firefoot, Mearas of the Mark",All Blocks (PC),Any,1,1.0000,0.0003,Unknown,0.03,3741,Unplayed
"•Hama, Captain of the King's Guard",Expanded (PC),1,13,0.3846,0.0355,Unknown,Unknown,1848,Redeemable?
"•Hama, Captain of the King's Guard",Expanded (PC),Any,13,0.3846,0.0355,Unknown,1.48,1848,Redeemable?
"•Hama, Captain of the King's Guard",All Blocks (PC),Any,13,0.3846,0.0037,Unknown,0.33,3741,Redeemable?
"Into the Caves",Expanded (PC),1,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Into the Caves",Expanded (PC),2,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Into the Caves",Expanded (PC),Any,2,1.0000,0.0055,Unknown,0.23,1848,All it does is Win
"Into the Caves",All Blocks (PC),Any,2,1.0000,0.0006,Unknown,0.05,3741,Unplayed
"•Theoden, Northman, King of Rohan",Expanded (PC),1,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"•Theoden, Northman, King of Rohan",Expanded (PC),2,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Theoden, Northman, King of Rohan",Expanded (PC),Any,3,0.6667,0.0082,Unknown,0.34,1848,Sleeper or Niche Power Picks
"•Theoden, Northman, King of Rohan",All Blocks (PC),Any,3,0.6667,0.0009,Unknown,0.08,3741,Unplayed
"Southron Murderer",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Southron Murderer",Expanded (PC),4,4,0.7500,0.0109,Unknown,Unknown,1848,outlier
"Southron Murderer",Expanded (PC),Any,5,0.6000,0.0137,Unknown,0.57,1848,Sleeper or Niche Power Picks
"Southron Murderer",All Blocks (PC),Any,5,0.6000,0.0014,Unknown,0.13,3741,Sleeper or Niche Power Picks
"•Eomer, Northman",Expanded (PC),2,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Eomer, Northman",Expanded (PC),Any,1,1.0000,0.0027,Unknown,0.11,1848,All it does is Win
"•Eomer, Northman",All Blocks (PC),Any,1,1.0000,0.0003,Unknown,0.03,3741,Unplayed
"For Death and Glory",Expanded (PC),1,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"For Death and Glory",Expanded (PC),Any,1,1.0000,0.0027,Unknown,0.11,1848,All it does is Win
"For Death and Glory",All Blocks (PC),Any,1,1.0000,0.0003,Unknown,0.03,3741,Unplayed
"•Sam, Needer of Vittles",Expanded (PC),1,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Sam, Needer of Vittles",Expanded (PC),Any,1,1.0000,0.0027,Unknown,0.11,1848,All it does is Win
"•Sam, Needer of Vittles",All Blocks (PC),Any,1,1.0000,0.0003,Unknown,0.03,3741,Unplayed
"Derndingle",Movie Block (PC),Site,5,0.2000,0.0028,0.05,0.05,156,Unplayed
"Derndingle",All Blocks (PC),Site,5,0.2000,0.0014,0.05,0.05,301,Unplayed
"Seven We Had",Movie Block (PC),2,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"Seven We Had",Movie Block (PC),Any,2,0.0000,0.0011,Unknown,0.04,1337,Unplayed
"Seven We Had",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"So Fair, So Desperate",Movie Block (PC),4,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"So Fair, So Desperate",Movie Block (PC),Any,1,0.0000,0.0006,Unknown,0.02,1337,Unplayed
"So Fair, So Desperate",Expanded (PC),4,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"So Fair, So Desperate",Expanded (PC),Any,2,0.5000,0.0055,Unknown,0.23,1848,Low Play Rate
"So Fair, So Desperate",All Blocks (PC),Any,3,0.3333,0.0009,Unknown,0.08,3741,Unplayed
"A Dragon's Tale",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"A Dragon's Tale",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"A Dragon's Tale",Expanded (PC),Any,2,0.0000,0.0055,Unknown,0.23,1848,Trash
"A Dragon's Tale",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"Denizen of Moria",Expanded (PC),4,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Denizen of Moria",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"Denizen of Moria",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"Cutthroat Orc",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Cutthroat Orc",Expanded (PC),4,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Cutthroat Orc",Expanded (PC),Any,2,0.0000,0.0055,Unknown,0.23,1848,Trash
"Cutthroat Orc",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"Great Cost",Expanded (PC),2,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"Great Cost",Expanded (PC),4,5,0.8000,0.0137,Unknown,Unknown,1848,All it does is Win
"Great Cost",Expanded (PC),Any,7,0.5714,0.0191,Unknown,0.80,1848,Average
"Great Cost",All Blocks (PC),Any,7,0.5714,0.0020,Unknown,0.18,3741,Low Play Rate
"Skulking Goblin",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Skulking Goblin",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"Skulking Goblin",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"Orkish Camp",Expanded (PC),1,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"Orkish Camp",Expanded (PC),Any,2,0.5000,0.0055,Unknown,0.23,1848,Low Play Rate
"Orkish Camp",All Blocks (PC),Any,2,0.5000,0.0006,Unknown,0.05,3741,Unplayed
"Prowling Orc",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Prowling Orc",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Prowling Orc",Expanded (PC),4,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Prowling Orc",Expanded (PC),Any,3,0.0000,0.0082,Unknown,0.34,1848,Trash
"Prowling Orc",All Blocks (PC),Any,3,0.0000,0.0009,Unknown,0.08,3741,Unplayed
"Vile Goblin",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Vile Goblin",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"Vile Goblin",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"Orkish Headsman",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Orkish Headsman",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"Orkish Headsman",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"Hill Orc",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Hill Orc",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Hill Orc",Expanded (PC),4,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"Hill Orc",Expanded (PC),Any,4,0.2500,0.0109,Unknown,0.46,1848,Redeemable?
"Hill Orc",All Blocks (PC),Any,4,0.2500,0.0011,Unknown,0.10,3741,Redeemable?
"Called to Mordor",Expanded (PC),1,5,0.4000,0.0137,Unknown,Unknown,1848,outlier
"Called to Mordor",Expanded (PC),Any,5,0.4000,0.0137,Unknown,0.57,1848,Average
"Called to Mordor",All Blocks (PC),Any,5,0.4000,0.0014,Unknown,0.13,3741,Low Play Rate
"•Connected by Fate",Expanded (PC),1,6,0.3333,0.0164,Unknown,Unknown,1848,Redeemable?
"•Connected by Fate",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Connected by Fate",Expanded (PC),Any,7,0.2857,0.0191,Unknown,0.80,1848,Redeemable?
"•Connected by Fate",All Blocks (PC),Any,7,0.2857,0.0020,Unknown,0.18,3741,Redeemable?
"Strength in Numbers",Expanded (PC),3,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"Strength in Numbers",Expanded (PC),Any,2,0.0000,0.0055,Unknown,0.23,1848,Trash
"Strength in Numbers",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"Undisciplined",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Undisciplined",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Undisciplined",Expanded (PC),Any,2,0.0000,0.0055,Unknown,0.23,1848,Trash
"Undisciplined",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"Mumakil of the Harad",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Mumakil of the Harad",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Mumakil of the Harad",Expanded (PC),Any,2,0.0000,0.0055,Unknown,0.23,1848,Trash
"Mumakil of the Harad",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"Southron Invaders",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Southron Invaders",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Southron Invaders",Expanded (PC),Any,2,0.0000,0.0055,Unknown,0.23,1848,Trash
"Southron Invaders",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"Southron Scout",Expanded (PC),3,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"Southron Scout",Expanded (PC),Any,2,0.0000,0.0055,Unknown,0.23,1848,Trash
"Southron Scout",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"Orkish Footman",Expanded (PC),4,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Orkish Footman",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"Orkish Footman",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"Orkish Assassin",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Orkish Assassin",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"Orkish Assassin",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"•Eomer, Skilled Tactician",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Eomer, Skilled Tactician",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"•Eomer, Skilled Tactician",Movie Block (PC),1,6,0.3333,0.0034,Unknown,Unknown,1337,Redeemable?
"•Eomer, Skilled Tactician",Movie Block (PC),Any,6,0.3333,0.0034,Unknown,0.11,1337,Redeemable?
"•Eomer, Skilled Tactician",All Blocks (PC),Any,7,0.2857,0.0020,Unknown,0.18,3741,Redeemable?
"These Are My People",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"These Are My People",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"These Are My People",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"The Highest Quality",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"The Highest Quality",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"The Highest Quality",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"•The Witch-king, Deathless Lord",Movie Block (PC),3,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"•The Witch-king, Deathless Lord",Movie Block (PC),Any,1,1.0000,0.0006,Unknown,0.02,1337,Unplayed
"•The Witch-king, Deathless Lord",Expanded (PC),2,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"•The Witch-king, Deathless Lord",Expanded (PC),Any,2,1.0000,0.0055,Unknown,0.23,1848,All it does is Win
"•The Witch-king, Deathless Lord",All Blocks (PC),Any,3,1.0000,0.0009,Unknown,0.08,3741,Unplayed
"Put Forth His Strength",Movie Block (PC),2,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"Put Forth His Strength",Movie Block (PC),Any,1,1.0000,0.0006,Unknown,0.02,1337,Unplayed
"Put Forth His Strength",All Blocks (PC),Any,1,1.0000,0.0003,Unknown,0.03,3741,Unplayed
"•Ulaire Enquea, Faster Than Winds",Movie Block (PC),3,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"•Ulaire Enquea, Faster Than Winds",Movie Block (PC),Any,1,1.0000,0.0006,Unknown,0.02,1337,Unplayed
"•Ulaire Enquea, Faster Than Winds",All Blocks (PC),Any,1,1.0000,0.0003,Unknown,0.03,3741,Unplayed
"•Smeagol, Old Noser",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"•Smeagol, Old Noser",Movie Block (PC),Any,1,0.0000,0.0006,Unknown,0.02,1337,Unplayed
"•Smeagol, Old Noser",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"•Gimli, Unbidden Guest",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"•Gimli, Unbidden Guest",Movie Block (PC),Any,1,0.0000,0.0006,Unknown,0.02,1337,Unplayed
"•Gimli, Unbidden Guest",Expanded (PC),1,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Gimli, Unbidden Guest",Expanded (PC),Any,1,1.0000,0.0027,Unknown,0.11,1848,All it does is Win
"•Gimli, Unbidden Guest",All Blocks (PC),Any,2,0.5000,0.0006,Unknown,0.05,3741,Unplayed
"Take Up the Bow",Expanded (PC),2,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"Take Up the Bow",Expanded (PC),3,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Take Up the Bow",Expanded (PC),Any,3,1.0000,0.0082,Unknown,0.34,1848,All it does is Win
"Take Up the Bow",All Blocks (PC),Any,3,1.0000,0.0009,Unknown,0.08,3741,Unplayed
"•Elrond, Witness to History",Expanded (PC),1,3,1.0000,0.0082,Unknown,Unknown,1848,All it does is Win
"•Elrond, Witness to History",Expanded (PC),Any,3,1.0000,0.0082,Unknown,0.34,1848,All it does is Win
"•Elrond, Witness to History",All Blocks (PC),Any,3,1.0000,0.0009,Unknown,0.08,3741,Unplayed
"•Hadafang",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Hadafang",Expanded (PC),2,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"•Hadafang",Expanded (PC),Any,3,0.6667,0.0082,Unknown,0.34,1848,Sleeper or Niche Power Picks
"•Hadafang",All Blocks (PC),Any,3,0.6667,0.0009,Unknown,0.08,3741,Unplayed
"Seclusion",Expanded (PC),2,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"Seclusion",Expanded (PC),3,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"Seclusion",Expanded (PC),Any,5,0.8000,0.0137,Unknown,0.57,1848,All it does is Win
"Seclusion",All Blocks (PC),Any,5,0.8000,0.0014,Unknown,0.13,3741,All it does is Win
"Elven Marksmanship",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Elven Marksmanship",Expanded (PC),3,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"Elven Marksmanship",Expanded (PC),4,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"Elven Marksmanship",Expanded (PC),Any,5,0.4000,0.0137,Unknown,0.57,1848,Average
"Elven Marksmanship",All Blocks (PC),Any,5,0.4000,0.0014,Unknown,0.13,3741,Low Play Rate
"•Legolas, Woodland Emissary",Expanded (PC),1,10,0.8000,0.0273,Unknown,Unknown,1848,All it does is Win
"•Legolas, Woodland Emissary",Expanded (PC),Any,10,0.8000,0.0273,Unknown,1.14,1848,All it does is Win
"•Legolas, Woodland Emissary",All Blocks (PC),Any,10,0.8000,0.0028,Unknown,0.26,3741,All it does is Win
"•Smeagol, Hurried Guide",Expanded (PC),1,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"•Smeagol, Hurried Guide",Expanded (PC),Any,2,1.0000,0.0055,Unknown,0.23,1848,All it does is Win
"•Smeagol, Hurried Guide",All Blocks (PC),Any,2,1.0000,0.0006,Unknown,0.05,3741,Unplayed
"Refuge",Expanded (PC),3,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"Refuge",Expanded (PC),Any,3,0.6667,0.0082,Unknown,0.34,1848,Sleeper or Niche Power Picks
"Refuge",All Blocks (PC),Any,3,0.6667,0.0009,Unknown,0.08,3741,Unplayed
"Spear of the Mark",Expanded (PC),1,6,0.6667,0.0164,Unknown,Unknown,1848,outlier
"Spear of the Mark",Expanded (PC),2,13,0.4615,0.0355,Unknown,Unknown,1848,outlier
"Spear of the Mark",Expanded (PC),Any,19,0.5263,0.0519,Unknown,2.17,1848,High Play Rate
"Spear of the Mark",All Blocks (PC),Any,19,0.5263,0.0054,Unknown,0.49,3741,Low Play Rate
"Gondorian Blade",Expanded (PC),1,7,0.5714,0.0191,Unknown,Unknown,1848,outlier
"Gondorian Blade",Expanded (PC),2,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"Gondorian Blade",Expanded (PC),Any,9,0.4444,0.0246,Unknown,1.03,1848,Average
"Gondorian Blade",All Blocks (PC),Any,9,0.4444,0.0026,Unknown,0.23,3741,Low Play Rate
"•Ulaire Otsea, Seventh of the Nine Riders",Expanded (PC),1,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"•Ulaire Otsea, Seventh of the Nine Riders",Expanded (PC),2,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Ulaire Otsea, Seventh of the Nine Riders",Expanded (PC),4,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Ulaire Otsea, Seventh of the Nine Riders",Expanded (PC),Any,5,0.8000,0.0137,Unknown,0.57,1848,All it does is Win
"•Ulaire Otsea, Seventh of the Nine Riders",All Blocks (PC),Any,5,0.8000,0.0014,Unknown,0.13,3741,All it does is Win
"•Haethen, Veteran Fighter",Expanded (PC),1,4,0.5000,0.0109,Unknown,Unknown,1848,outlier
"•Haethen, Veteran Fighter",Expanded (PC),Any,4,0.5000,0.0109,Unknown,0.46,1848,Low Play Rate
"•Haethen, Veteran Fighter",All Blocks (PC),Any,4,0.5000,0.0011,Unknown,0.10,3741,Low Play Rate
"Paths Seldom Trodden",Fellowship Block (PC),1,2,1.0000,0.0015,Unknown,Unknown,556,All it does is Win
"Paths Seldom Trodden",Fellowship Block (PC),Any,2,1.0000,0.0015,Unknown,0.02,556,Unplayed
"Paths Seldom Trodden",All Blocks (PC),Any,2,1.0000,0.0006,Unknown,0.05,3741,Unplayed
"Banner of Isengard",Movie Block (PC),2,2,1.0000,0.0011,Unknown,Unknown,1337,All it does is Win
"Banner of Isengard",Movie Block (PC),Any,2,1.0000,0.0011,Unknown,0.04,1337,Unplayed
"Banner of Isengard",All Blocks (PC),Any,2,1.0000,0.0006,Unknown,0.05,3741,Unplayed
"Wolves of Isengard",Movie Block (PC),1,2,1.0000,0.0011,Unknown,Unknown,1337,All it does is Win
"Wolves of Isengard",Movie Block (PC),Any,2,1.0000,0.0011,Unknown,0.04,1337,Unplayed
"Wolves of Isengard",Expanded (PC),2,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Wolves of Isengard",Expanded (PC),Any,4,0.0000,0.0109,Unknown,0.46,1848,Trash
"Wolves of Isengard",All Blocks (PC),Any,6,0.3333,0.0017,Unknown,0.15,3741,Redeemable?
"Isengard Scimitar",Movie Block (PC),1,2,1.0000,0.0011,Unknown,Unknown,1337,All it does is Win
"Isengard Scimitar",Movie Block (PC),Any,2,1.0000,0.0011,Unknown,0.04,1337,Unplayed
"Isengard Scimitar",Expanded (PC),2,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Isengard Scimitar",Expanded (PC),Any,4,0.0000,0.0109,Unknown,0.46,1848,Trash
"Isengard Scimitar",All Blocks (PC),Any,6,0.3333,0.0017,Unknown,0.15,3741,Redeemable?
"•Fereveldir, Son of Thandronen",Movie Block (PC),1,2,1.0000,0.0011,Unknown,Unknown,1337,All it does is Win
"•Fereveldir, Son of Thandronen",Movie Block (PC),Any,2,1.0000,0.0011,Unknown,0.04,1337,Unplayed
"•Fereveldir, Son of Thandronen",All Blocks (PC),Any,2,1.0000,0.0006,Unknown,0.05,3741,Unplayed
"Gondor's Vengeance",Fellowship Block (PC),1,2,0.5000,0.0015,Unknown,Unknown,556,outlier
"Gondor's Vengeance",Fellowship Block (PC),2,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Gondor's Vengeance",Fellowship Block (PC),Any,3,0.3333,0.0022,Unknown,0.03,556,Unplayed
"Gondor's Vengeance",All Blocks (PC),Any,3,0.3333,0.0009,Unknown,0.08,3741,Unplayed
"Voice of Rauros",Fellowship Block (PC),1,2,0.5000,0.0015,Unknown,Unknown,556,outlier
"Voice of Rauros",Fellowship Block (PC),Any,2,0.5000,0.0015,Unknown,0.02,556,Unplayed
"Voice of Rauros",All Blocks (PC),Any,2,0.5000,0.0006,Unknown,0.05,3741,Unplayed
"Battle Fury",Fellowship Block (PC),2,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Battle Fury",Fellowship Block (PC),4,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Battle Fury",Fellowship Block (PC),Any,2,0.0000,0.0015,Unknown,0.02,556,Unplayed
"Battle Fury",Expanded (PC),4,3,0.3333,0.0082,Unknown,Unknown,1848,Redeemable?
"Battle Fury",Expanded (PC),Any,3,0.3333,0.0082,Unknown,0.34,1848,Redeemable?
"Battle Fury",All Blocks (PC),Any,5,0.2000,0.0014,Unknown,0.13,3741,Trash
"Sorry About Everything",Fellowship Block (PC),2,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Sorry About Everything",Fellowship Block (PC),3,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Sorry About Everything",Fellowship Block (PC),Any,2,0.0000,0.0015,Unknown,0.02,556,Unplayed
"Sorry About Everything",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"Goblin Man",Fellowship Block (PC),1,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Goblin Man",Fellowship Block (PC),2,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Goblin Man",Fellowship Block (PC),3,5,0.2000,0.0036,Unknown,Unknown,556,Trash
"Goblin Man",Fellowship Block (PC),Any,7,0.1429,0.0051,Unknown,0.07,556,Unplayed
"Goblin Man",Expanded (PC),1,6,0.0000,0.0164,Unknown,Unknown,1848,Trash
"Goblin Man",Expanded (PC),Any,6,0.0000,0.0164,Unknown,0.69,1848,Trash
"Goblin Man",All Blocks (PC),Any,13,0.0769,0.0037,Unknown,0.33,3741,Trash
"Ravage the Defeated",Movie Block (PC),1,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"Ravage the Defeated",Movie Block (PC),Any,2,0.0000,0.0011,Unknown,0.04,1337,Unplayed
"Ravage the Defeated",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"Wake of Destruction",Movie Block (PC),2,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
