Card,Block,Category/Count,Games,Win Rate,Play Rate,Weighted Play Rate,Weighted Inclusion Rate,Pool Size,Mock's Initial Ratings
"•Smeagol, Slippery Sneak",Movie Block (PC),1,2,1.0000,0.0011,Unknown,Unknown,1337,All it does is Win
"•Smeagol, Slippery Sneak",Movie Block (PC),Any,2,1.0000,0.0011,Unknown,0.04,1337,Unplayed
"•Smeagol, Slippery Sneak",All Blocks (PC),Any,2,1.0000,0.0006,Unknown,0.05,3741,Unplayed
"•Master Proudfoot, Distant Relative of Bilbo",Movie Block (PC),1,4,0.5000,0.0023,Unknown,Unknown,1337,outlier
"•Master Proudfoot, Distant Relative of Bilbo",Movie Block (PC),Any,4,0.5000,0.0023,Unknown,0.07,1337,Unplayed
"•Master Proudfoot, Distant Relative of Bilbo",Expanded (PC),1,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"•Master Proudfoot, Distant Relative of Bilbo",Expanded (PC),Any,3,0.6667,0.0082,Unknown,0.34,1848,Sleeper or Niche Power Picks
"•Master Proudfoot, Distant Relative of Bilbo",All Blocks (PC),Any,7,0.5714,0.0020,Unknown,0.18,3741,Low Play Rate
"Fool's Hope",Movie Block (PC),2,4,0.5000,0.0023,Unknown,Unknown,1337,outlier
"Fool's Hope",Movie Block (PC),Any,4,0.5000,0.0023,Unknown,0.07,1337,Unplayed
"Fool's Hope",All Blocks (PC),Any,4,0.5000,0.0011,Unknown,0.10,3741,Low Play Rate
"•The Choice of Luthien",Fellowship Block (PC),1,8,0.5000,0.0058,Unknown,Unknown,556,outlier
"•The Choice of Luthien",Fellowship Block (PC),2,1,1.0000,0.0007,Unknown,Unknown,556,All it does is Win
"•The Choice of Luthien",Fellowship Block (PC),Any,9,0.5556,0.0066,Unknown,0.09,556,Unplayed
"•The Choice of Luthien",Expanded (PC),1,3,0.3333,0.0082,Unknown,Unknown,1848,Redeemable?
"•The Choice of Luthien",Expanded (PC),Any,3,0.3333,0.0082,Unknown,0.34,1848,Redeemable?
"•The Choice of Luthien",Movie Block (PC),1,6,0.1667,0.0034,Unknown,Unknown,1337,Trash
"•The Choice of Luthien",Movie Block (PC),Any,6,0.1667,0.0034,Unknown,0.11,1337,Trash
"•The Choice of Luthien",All Blocks (PC),Any,18,0.3889,0.0051,Unknown,0.46,3741,Redeemable?
"Wariness",Fellowship Block (PC),1,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"Wariness",Fellowship Block (PC),2,4,0.0000,0.0029,Unknown,Unknown,556,Trash
"Wariness",Fellowship Block (PC),3,3,1.0000,0.0022,Unknown,Unknown,556,All it does is Win
"Wariness",Fellowship Block (PC),4,18,0.5000,0.0131,Unknown,Unknown,556,outlier
"Wariness",Fellowship Block (PC),Any,27,0.4444,0.0197,Unknown,0.27,556,Low Play Rate
"Wariness",All Blocks (PC),Any,27,0.4444,0.0077,Unknown,0.70,3741,Average
"The Nine Walkers",Fellowship Block (PC),1,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"The Nine Walkers",Fellowship Block (PC),2,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"The Nine Walkers",Fellowship Block (PC),Any,3,0.0000,0.0022,Unknown,0.03,556,Unplayed
"The Nine Walkers",All Blocks (PC),Any,3,0.0000,0.0009,Unknown,0.08,3741,Unplayed
"Uruk Guard",Fellowship Block (PC),1,3,0.0000,0.0022,Unknown,Unknown,556,Trash
"Uruk Guard",Fellowship Block (PC),2,3,0.3333,0.0022,Unknown,Unknown,556,Redeemable?
"Uruk Guard",Fellowship Block (PC),4,3,0.0000,0.0022,Unknown,Unknown,556,Trash
"Uruk Guard",Fellowship Block (PC),Any,9,0.1111,0.0066,Unknown,0.09,556,Unplayed
"Uruk Guard",Movie Block (PC),1,5,0.8000,0.0028,Unknown,Unknown,1337,All it does is Win
"Uruk Guard",Movie Block (PC),Any,5,0.8000,0.0028,Unknown,0.09,1337,Unplayed
"Uruk Guard",All Blocks (PC),Any,14,0.3571,0.0040,Unknown,0.36,3741,Redeemable?
"•Morgul Warden",Fellowship Block (PC),1,9,0.4444,0.0066,Unknown,Unknown,556,outlier
"•Morgul Warden",Fellowship Block (PC),2,4,0.5000,0.0029,Unknown,Unknown,556,outlier
"•Morgul Warden",Fellowship Block (PC),3,2,0.5000,0.0015,Unknown,Unknown,556,outlier
"•Morgul Warden",Fellowship Block (PC),Any,15,0.4667,0.0109,Unknown,0.15,556,Low Play Rate
"•Morgul Warden",Movie Block (PC),1,11,0.0909,0.0062,Unknown,Unknown,1337,Trash
"•Morgul Warden",Movie Block (PC),Any,11,0.0909,0.0062,Unknown,0.20,1337,Trash
"•Morgul Warden",All Blocks (PC),Any,26,0.3077,0.0074,Unknown,0.67,3741,Redeemable?
"Dismay Our Enemies",Fellowship Block (PC),1,3,0.0000,0.0022,Unknown,Unknown,556,Trash
"Dismay Our Enemies",Fellowship Block (PC),Any,3,0.0000,0.0022,Unknown,0.03,556,Unplayed
"Dismay Our Enemies",Movie Block (PC),4,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"Dismay Our Enemies",Movie Block (PC),Any,1,1.0000,0.0006,Unknown,0.02,1337,Unplayed
"Dismay Our Enemies",All Blocks (PC),Any,4,0.2500,0.0011,Unknown,0.10,3741,Redeemable?
"Massing in the East",Fellowship Block (PC),2,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Massing in the East",Fellowship Block (PC),Any,1,0.0000,0.0007,Unknown,0.01,556,Unplayed
"Massing in the East",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"Curse From Mordor",Fellowship Block (PC),1,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"Curse From Mordor",Fellowship Block (PC),Any,2,0.0000,0.0015,Unknown,0.02,556,Unplayed
"Curse From Mordor",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"Saruman's Reach",Fellowship Block (PC),2,3,0.0000,0.0022,Unknown,Unknown,556,Trash
"Saruman's Reach",Fellowship Block (PC),Any,3,0.0000,0.0022,Unknown,0.03,556,Unplayed
"Saruman's Reach",Movie Block (PC),2,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"Saruman's Reach",Movie Block (PC),Any,2,0.0000,0.0011,Unknown,0.04,1337,Unplayed
"Saruman's Reach",All Blocks (PC),Any,5,0.0000,0.0014,Unknown,0.13,3741,Trash
"Uruk Shaman",Fellowship Block (PC),1,3,0.0000,0.0022,Unknown,Unknown,556,Trash
"Uruk Shaman",Fellowship Block (PC),2,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"Uruk Shaman",Fellowship Block (PC),4,1,1.0000,0.0007,Unknown,Unknown,556,All it does is Win
"Uruk Shaman",Fellowship Block (PC),Any,6,0.1667,0.0044,Unknown,0.06,556,Unplayed
"Uruk Shaman",Movie Block (PC),2,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"Uruk Shaman",Movie Block (PC),Any,2,0.0000,0.0011,Unknown,0.04,1337,Unplayed
"Uruk Shaman",All Blocks (PC),Any,8,0.1250,0.0023,Unknown,0.21,3741,Trash
"•Jarnsmid, Merchant from Dale",Movie Block (PC),1,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"•Jarnsmid, Merchant from Dale",Movie Block (PC),Any,2,0.0000,0.0011,Unknown,0.04,1337,Unplayed
"•Jarnsmid, Merchant from Dale",Fellowship Block (PC),1,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"•Jarnsmid, Merchant from Dale",Fellowship Block (PC),Any,1,0.0000,0.0007,Unknown,0.01,556,Unplayed
"•Jarnsmid, Merchant from Dale",All Blocks (PC),Any,3,0.0000,0.0009,Unknown,0.08,3741,Unplayed
"•Erland, Advisor to Brand",Movie Block (PC),1,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"•Erland, Advisor to Brand",Movie Block (PC),Any,2,0.0000,0.0011,Unknown,0.04,1337,Unplayed
"•Erland, Advisor to Brand",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Erland, Advisor to Brand",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"•Erland, Advisor to Brand",All Blocks (PC),Any,3,0.0000,0.0009,Unknown,0.08,3741,Unplayed
"Change of Plans",Fellowship Block (PC),1,4,0.7500,0.0029,Unknown,Unknown,556,outlier
"Change of Plans",Fellowship Block (PC),2,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Change of Plans",Fellowship Block (PC),Any,5,0.6000,0.0036,Unknown,0.05,556,Unplayed
"Change of Plans",All Blocks (PC),Any,5,0.6000,0.0014,Unknown,0.13,3741,Sleeper or Niche Power Picks
"Enraged Horseman",Movie Block (PC),1,4,0.2500,0.0023,Unknown,Unknown,1337,Redeemable?
"Enraged Horseman",Movie Block (PC),Any,4,0.2500,0.0023,Unknown,0.07,1337,Unplayed
"Enraged Horseman",All Blocks (PC),Any,4,0.2500,0.0011,Unknown,0.10,3741,Redeemable?
"Elite Rider",Movie Block (PC),1,6,0.3333,0.0034,Unknown,Unknown,1337,Redeemable?
"Elite Rider",Movie Block (PC),Any,6,0.3333,0.0034,Unknown,0.11,1337,Redeemable?
"Elite Rider",All Blocks (PC),Any,6,0.3333,0.0017,Unknown,0.15,3741,Redeemable?
"Fury of the Northmen",Movie Block (PC),2,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"Fury of the Northmen",Movie Block (PC),4,4,0.2500,0.0023,Unknown,Unknown,1337,Redeemable?
"Fury of the Northmen",Movie Block (PC),Any,6,0.3333,0.0034,Unknown,0.11,1337,Redeemable?
"Fury of the Northmen",Expanded (PC),2,3,0.3333,0.0082,Unknown,Unknown,1848,Redeemable?
"Fury of the Northmen",Expanded (PC),Any,3,0.3333,0.0082,Unknown,0.34,1848,Redeemable?
"Fury of the Northmen",All Blocks (PC),Any,9,0.3333,0.0026,Unknown,0.23,3741,Redeemable?
"White Hot Fury",Movie Block (PC),2,4,0.2500,0.0023,Unknown,Unknown,1337,Redeemable?
"White Hot Fury",Movie Block (PC),3,5,0.2000,0.0028,Unknown,Unknown,1337,Trash
"White Hot Fury",Movie Block (PC),4,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"White Hot Fury",Movie Block (PC),Any,10,0.3000,0.0056,Unknown,0.18,1337,Redeemable?
"White Hot Fury",Expanded (PC),4,3,0.0000,0.0082,Unknown,Unknown,1848,Trash
"White Hot Fury",Expanded (PC),Any,3,0.0000,0.0082,Unknown,0.34,1848,Trash
"White Hot Fury",All Blocks (PC),Any,13,0.2308,0.0037,Unknown,0.33,3741,Trash
"Something Draws Near",Fellowship Block (PC),1,4,0.0000,0.0029,Unknown,Unknown,556,Trash
"Something Draws Near",Fellowship Block (PC),Any,4,0.0000,0.0029,Unknown,0.04,556,Unplayed
"Something Draws Near",All Blocks (PC),Any,4,0.0000,0.0011,Unknown,0.10,3741,Trash
"•Host of Udun",Movie Block (PC),1,7,0.0000,0.0039,Unknown,Unknown,1337,Trash
"•Host of Udun",Movie Block (PC),2,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"•Host of Udun",Movie Block (PC),Any,9,0.0000,0.0051,Unknown,0.17,1337,Trash
"•Host of Udun",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Host of Udun",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"•Host of Udun",All Blocks (PC),Any,10,0.0000,0.0028,Unknown,0.26,3741,Trash
"A Marvel",Movie Block (PC),2,4,0.0000,0.0023,Unknown,Unknown,1337,Trash
"A Marvel",Movie Block (PC),Any,4,0.0000,0.0023,Unknown,0.07,1337,Unplayed
"A Marvel",Expanded (PC),3,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"A Marvel",Expanded (PC),Any,1,1.0000,0.0027,Unknown,0.11,1848,All it does is Win
"A Marvel",All Blocks (PC),Any,5,0.2000,0.0014,Unknown,0.13,3741,Trash
"Orc Marauder",Movie Block (PC),1,4,0.0000,0.0023,Unknown,Unknown,1337,Trash
"Orc Marauder",Movie Block (PC),Any,4,0.0000,0.0023,Unknown,0.07,1337,Unplayed
"Orc Marauder",Expanded (PC),2,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"Orc Marauder",Expanded (PC),Any,3,0.6667,0.0082,Unknown,0.34,1848,Sleeper or Niche Power Picks
"Orc Marauder",All Blocks (PC),Any,7,0.2857,0.0020,Unknown,0.18,3741,Redeemable?
"•Saruman, Master of Foul Folk",Movie Block (PC),2,3,0.0000,0.0017,Unknown,Unknown,1337,Trash
"•Saruman, Master of Foul Folk",Movie Block (PC),3,3,0.0000,0.0017,Unknown,Unknown,1337,Trash
"•Saruman, Master of Foul Folk",Movie Block (PC),Any,6,0.0000,0.0034,Unknown,0.11,1337,Trash
"•Saruman, Master of Foul Folk",Expanded (PC),2,5,0.0000,0.0137,Unknown,Unknown,1848,Trash
"•Saruman, Master of Foul Folk",Expanded (PC),Any,5,0.0000,0.0137,Unknown,0.57,1848,Trash
"•Saruman, Master of Foul Folk",All Blocks (PC),Any,11,0.0000,0.0031,Unknown,0.28,3741,Trash
"Dark Whispers",Fellowship Block (PC),1,4,0.2500,0.0029,Unknown,Unknown,556,Redeemable?
"Dark Whispers",Fellowship Block (PC),2,3,0.6667,0.0022,Unknown,Unknown,556,outlier
"Dark Whispers",Fellowship Block (PC),Any,7,0.4286,0.0051,Unknown,0.07,556,Unplayed
"Dark Whispers",All Blocks (PC),Any,7,0.4286,0.0020,Unknown,0.18,3741,Low Play Rate
"Friends of Old",Fellowship Block (PC),1,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Friends of Old",Fellowship Block (PC),Any,1,0.0000,0.0007,Unknown,0.01,556,Unplayed
"Friends of Old",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"Orc Swordsman",Fellowship Block (PC),2,4,0.7500,0.0029,Unknown,Unknown,556,outlier
"Orc Swordsman",Fellowship Block (PC),4,3,0.0000,0.0022,Unknown,Unknown,556,Trash
"Orc Swordsman",Fellowship Block (PC),Any,7,0.4286,0.0051,Unknown,0.07,556,Unplayed
"Orc Swordsman",All Blocks (PC),Any,7,0.4286,0.0020,Unknown,0.18,3741,Low Play Rate
"Hand of Sauron",Fellowship Block (PC),1,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Hand of Sauron",Fellowship Block (PC),Any,1,0.0000,0.0007,Unknown,0.01,556,Unplayed
"Hand of Sauron",Expanded (PC),1,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Hand of Sauron",Expanded (PC),2,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"Hand of Sauron",Expanded (PC),4,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Hand of Sauron",Expanded (PC),Any,4,0.5000,0.0109,Unknown,0.46,1848,Low Play Rate
"Hand of Sauron",All Blocks (PC),Any,5,0.4000,0.0014,Unknown,0.13,3741,Low Play Rate
"The End Comes",Fellowship Block (PC),2,3,0.0000,0.0022,Unknown,Unknown,556,Trash
"The End Comes",Fellowship Block (PC),Any,3,0.0000,0.0022,Unknown,0.03,556,Unplayed
"The End Comes",All Blocks (PC),Any,3,0.0000,0.0009,Unknown,0.08,3741,Unplayed
"Fill With Fear",Movie Block (PC),1,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"Fill With Fear",Movie Block (PC),Any,2,0.0000,0.0011,Unknown,0.04,1337,Unplayed
"Fill With Fear",Fellowship Block (PC),1,1,1.0000,0.0007,Unknown,Unknown,556,All it does is Win
"Fill With Fear",Fellowship Block (PC),2,23,0.6957,0.0168,Unknown,Unknown,556,outlier
"Fill With Fear",Fellowship Block (PC),Any,24,0.7083,0.0175,Unknown,0.24,556,Sleeper or Niche Power Picks
"Fill With Fear",Expanded (PC),1,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Fill With Fear",Expanded (PC),Any,1,1.0000,0.0027,Unknown,0.11,1848,All it does is Win
"Fill With Fear",All Blocks (PC),Any,27,0.6667,0.0077,Unknown,0.70,3741,Sleeper or Niche Power Picks
"A Host Avails Little",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"A Host Avails Little",Movie Block (PC),2,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"A Host Avails Little",Movie Block (PC),Any,3,0.0000,0.0017,Unknown,0.06,1337,Unplayed
"A Host Avails Little",All Blocks (PC),Any,3,0.0000,0.0009,Unknown,0.08,3741,Unplayed
"Great Heart",Movie Block (PC),2,6,0.1667,0.0034,Unknown,Unknown,1337,Trash
"Great Heart",Movie Block (PC),Any,6,0.1667,0.0034,Unknown,0.11,1337,Trash
"Great Heart",All Blocks (PC),Any,6,0.1667,0.0017,Unknown,0.15,3741,Trash
"•Pippin, Mr",Fellowship Block (PC),1,15,0.4667,0.0109,Unknown,Unknown,556,outlier
"•Pippin, Mr",Fellowship Block (PC),Any,15,0.4667,0.0109,Unknown,0.15,556,Low Play Rate
"•Pippin, Mr",All Blocks (PC),Any,15,0.4667,0.0043,Unknown,0.39,3741,Low Play Rate
"•Naith Warband",Movie Block (PC),1,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"•Naith Warband",Movie Block (PC),Any,1,1.0000,0.0006,Unknown,0.02,1337,Unplayed
"•Naith Warband",All Blocks (PC),Any,1,1.0000,0.0003,Unknown,0.03,3741,Unplayed
"Saruman's Laboratory",Movie Block (PC),Site,9,0.3333,0.0051,0.09,0.09,156,Unplayed
"Saruman's Laboratory",All Blocks (PC),Site,9,0.3333,0.0026,0.09,0.09,301,Unplayed
"•Eowyn, Daughter of Eomund",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"•Eowyn, Daughter of Eomund",Movie Block (PC),Any,1,0.0000,0.0006,Unknown,0.02,1337,Unplayed
"•Eowyn, Daughter of Eomund",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"Dark Fire",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Dark Fire",Movie Block (PC),Any,1,0.0000,0.0006,Unknown,0.02,1337,Unplayed
"Dark Fire",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"•Theoden, King of the Golden Hall",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"•Theoden, King of the Golden Hall",Movie Block (PC),Any,1,0.0000,0.0006,Unknown,0.02,1337,Unplayed
"•Theoden, King of the Golden Hall",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"•Ordulus, Young Warrior",Movie Block (PC),1,6,0.6667,0.0034,Unknown,Unknown,1337,outlier
"•Ordulus, Young Warrior",Movie Block (PC),Any,6,0.6667,0.0034,Unknown,0.11,1337,Sleeper or Niche Power Picks
"•Ordulus, Young Warrior",All Blocks (PC),Any,6,0.6667,0.0017,Unknown,0.15,3741,Sleeper or Niche Power Picks
"Easterling Infantry",Movie Block (PC),3,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"Easterling Infantry",Movie Block (PC),Any,2,0.0000,0.0011,Unknown,0.04,1337,Unplayed
"Easterling Infantry",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"We're Coming, Too!",Movie Block (PC),2,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"We're Coming, Too!",Movie Block (PC),Any,2,0.5000,0.0011,Unknown,0.04,1337,Unplayed
"We're Coming, Too!",Fellowship Block (PC),1,1,1.0000,0.0007,Unknown,Unknown,556,All it does is Win
"We're Coming, Too!",Fellowship Block (PC),2,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"We're Coming, Too!",Fellowship Block (PC),Any,3,0.3333,0.0022,Unknown,0.03,556,Unplayed
"We're Coming, Too!",All Blocks (PC),Any,5,0.4000,0.0014,Unknown,0.13,3741,Low Play Rate
"No Use That Way",Movie Block (PC),2,3,0.3333,0.0017,Unknown,Unknown,1337,Redeemable?
"No Use That Way",Movie Block (PC),Any,3,0.3333,0.0017,Unknown,0.06,1337,Unplayed
"No Use That Way",All Blocks (PC),Any,3,0.3333,0.0009,Unknown,0.08,3741,Unplayed
"Parry",Fellowship Block (PC),1,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"Parry",Fellowship Block (PC),Any,2,0.0000,0.0015,Unknown,0.02,556,Unplayed
"Parry",All Blocks (PC),Any,2,0.0000,0.0006,Unknown,0.05,3741,Unplayed
"More Unbearable",Movie Block (PC),2,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"More Unbearable",Movie Block (PC),4,3,0.3333,0.0017,Unknown,Unknown,1337,Redeemable?
"More Unbearable",Movie Block (PC),Any,4,0.5000,0.0023,Unknown,0.07,1337,Unplayed
"More Unbearable",All Blocks (PC),Any,4,0.5000,0.0011,Unknown,0.10,3741,Low Play Rate
"•Ulaire Otsea, Black-Mantled Wraith",Movie Block (PC),2,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"•Ulaire Otsea, Black-Mantled Wraith",Movie Block (PC),Any,1,1.0000,0.0006,Unknown,0.02,1337,Unplayed
"•Ulaire Otsea, Black-Mantled Wraith",All Blocks (PC),Any,1,1.0000,0.0003,Unknown,0.03,3741,Unplayed
"Flashing Steel",Movie Block (PC),1,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"Flashing Steel",Movie Block (PC),Any,2,0.5000,0.0011,Unknown,0.04,1337,Unplayed
"Flashing Steel",All Blocks (PC),Any,2,0.5000,0.0006,Unknown,0.05,3741,Unplayed
"Where Has Grima Stowed It",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Where Has Grima Stowed It",Movie Block (PC),Any,1,0.0000,0.0006,Unknown,0.02,1337,Unplayed
"Where Has Grima Stowed It",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"Twisted Tales",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Twisted Tales",Movie Block (PC),Any,1,0.0000,0.0006,Unknown,0.02,1337,Unplayed
"Twisted Tales",All Blocks (PC),Any,1,0.0000,0.0003,Unknown,0.03,3741,Unplayed
"Surrendered Weapons",Expanded (PC),1,16,0.3750,0.0437,Unknown,Unknown,1848,Redeemable?
"Surrendered Weapons",Expanded (PC),2,25,0.5600,0.0683,Unknown,Unknown,1848,outlier
"Surrendered Weapons",Expanded (PC),Any,41,0.4878,0.1120,Unknown,4.68,1848,Meta Staple
"Surrendered Weapons",All Blocks (PC),Any,41,0.4878,0.0117,Unknown,1.06,3741,Average
"Riding Like the Wind",Expanded (PC),1,25,0.5600,0.0683,Unknown,Unknown,1848,outlier
"Riding Like the Wind",Expanded (PC),2,10,0.4000,0.0273,Unknown,Unknown,1848,outlier
"Riding Like the Wind",Expanded (PC),Any,35,0.5143,0.0956,Unknown,4.00,1848,Meta Staple
"Riding Like the Wind",All Blocks (PC),Any,35,0.5143,0.0100,Unknown,0.90,3741,Average
"Violent Hurl",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Violent Hurl",Expanded (PC),3,7,0.5714,0.0191,Unknown,Unknown,1848,outlier
"Violent Hurl",Expanded (PC),4,17,0.4706,0.0464,Unknown,Unknown,1848,outlier
"Violent Hurl",Expanded (PC),Any,25,0.4800,0.0683,Unknown,2.86,1848,Meta Staple
"Violent Hurl",All Blocks (PC),Any,25,0.4800,0.0071,Unknown,0.64,3741,Average
"•Fury of the Evil Army",Expanded (PC),1,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Fury of the Evil Army",Expanded (PC),2,15,0.4667,0.0410,Unknown,Unknown,1848,outlier
"•Fury of the Evil Army",Expanded (PC),3,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Fury of the Evil Army",Expanded (PC),Any,17,0.5294,0.0464,Unknown,1.94,1848,High Play Rate
"•Fury of the Evil Army",All Blocks (PC),Any,17,0.5294,0.0048,Unknown,0.44,3741,Low Play Rate
"Ghastly Wound",Expanded (PC),1,15,0.4667,0.0410,Unknown,Unknown,1848,outlier
"Ghastly Wound",Expanded (PC),2,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Ghastly Wound",Expanded (PC),4,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Ghastly Wound",Expanded (PC),Any,17,0.5294,0.0464,Unknown,1.94,1848,High Play Rate
"Ghastly Wound",All Blocks (PC),Any,17,0.5294,0.0048,Unknown,0.44,3741,Low Play Rate
"White Hand Taskmaster",Expanded (PC),2,6,0.3333,0.0164,Unknown,Unknown,1848,Redeemable?
"White Hand Taskmaster",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"White Hand Taskmaster",Expanded (PC),4,4,0.7500,0.0109,Unknown,Unknown,1848,outlier
"White Hand Taskmaster",Expanded (PC),Any,11,0.4545,0.0301,Unknown,1.26,1848,Average
"White Hand Taskmaster",All Blocks (PC),Any,11,0.4545,0.0031,Unknown,0.28,3741,Low Play Rate
"•Eowyn, Shieldmaiden of Rohan",Expanded (PC),1,17,0.5294,0.0464,Unknown,Unknown,1848,outlier
"•Eowyn, Shieldmaiden of Rohan",Expanded (PC),Any,17,0.5294,0.0464,Unknown,1.94,1848,High Play Rate
"•Eowyn, Shieldmaiden of Rohan",All Blocks (PC),Any,17,0.5294,0.0048,Unknown,0.44,3741,Low Play Rate
"For the Mark",Expanded (PC),1,9,0.5556,0.0246,Unknown,Unknown,1848,outlier
"For the Mark",Expanded (PC),2,18,0.5556,0.0492,Unknown,Unknown,1848,outlier
"For the Mark",Expanded (PC),3,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"For the Mark",Expanded (PC),Any,29,0.5862,0.0792,Unknown,3.31,1848,Meta Staple
"For the Mark",All Blocks (PC),Any,29,0.5862,0.0083,Unknown,0.75,3741,Average
"Northern Pelennor",Expanded (PC),Site,4,0.0000,0.0109,0.10,0.10,80,Trash
"Northern Pelennor",All Blocks (PC),Site,4,0.0000,0.0011,0.04,0.04,301,Unplayed
"Corrupted Spy",Expanded (PC),1,4,0.2500,0.0109,Unknown,Unknown,1848,Redeemable?
"Corrupted Spy",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Corrupted Spy",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Corrupted Spy",Expanded (PC),4,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Corrupted Spy",Expanded (PC),Any,7,0.2857,0.0191,Unknown,0.80,1848,Redeemable?
"Corrupted Spy",All Blocks (PC),Any,7,0.2857,0.0020,Unknown,0.18,3741,Redeemable?
"Sunland Guard",Expanded (PC),4,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Sunland Guard",Expanded (PC),Any,4,0.0000,0.0109,Unknown,0.46,1848,Trash
"Sunland Guard",All Blocks (PC),Any,4,0.0000,0.0011,Unknown,0.10,3741,Trash
"Sunland Scout",Expanded (PC),2,3,0.0000,0.0082,Unknown,Unknown,1848,Trash
"Sunland Scout",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Sunland Scout",Expanded (PC),Any,4,0.0000,0.0109,Unknown,0.46,1848,Trash
"Sunland Scout",All Blocks (PC),Any,4,0.0000,0.0011,Unknown,0.10,3741,Trash
"Stragglers",Expanded (PC),3,7,0.1429,0.0191,Unknown,Unknown,1848,Trash
"Stragglers",Expanded (PC),4,4,1.0000,0.0109,Unknown,Unknown,1848,All it does is Win
"Stragglers",Expanded (PC),Any,11,0.4545,0.0301,Unknown,1.26,1848,Average
